"Site","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Blackhawk","Nov","min",-28.88,-37.34,-23.52,0,878.19,31.73,-30.85,0,270.38,0,3.99,0,Inf,Inf,-4.28,Inf,0
"Blackhawk","Nov","obs_na",0,0,0,0,0,0,0,0,30,0,0,150,420,420,360,420,120
"Blackhawk","Dec","mean",-10.58,-16.8,-5.13,0.17,898.96,83.49,-13.06,0.76,23.89,6.43,18.66,0.06,NA,NA,-1.42,NA,20.68
"Blackhawk","Dec","max",7.17,3.43,12.82,11.6,929.75,98.91,3.01,4.96,89.97,22.66,48.84,0.17,-Inf,-Inf,0.16,-Inf,47.93
"Blackhawk","Dec","min",-41.05,-46.42,-30.13,0,871.9,38.98,-43.78,0,270.42,0,2.22,0,Inf,Inf,-4.28,Inf,0
"Blackhawk","Dec","obs_na",0,0,0,0,0,0,0,0,31,0,0,170,434,434,372,434,140
"Boulder Creek","Jan","mean",-5.03,-7.6,-2.42,1.32,964.43,95.12,-5.71,0.11,346.56,-Inf,16.65,0.13,NA,NA,0.29,53.76,NA
"Boulder Creek","Jan","max",4,1.94,11.38,24,987.02,100,3.45,1.39,89.98,15.21,69.72,0.22,-Inf,-Inf,0.37,100,-Inf
"Boulder Creek","Jan","min",-32.48,-36.46,-24.88,0,931.48,54.62,-35.87,0,270.5,-Inf,1.13,0,Inf,Inf,0.22,0.47,Inf
"Boulder Creek","Jan","obs_na",0,0,0,31,0,0,0,31,31,0,11,186,434,434,403,31,434
"Boulder Creek","Feb","mean",-5.73,-9.82,-0.84,1.06,965.66,89.35,-7.39,0.18,355.67,-Inf,50.83,0.13,NA,NA,-1.14,36.9,NA
"Boulder Creek","Feb","max",4.02,1.02,10.25,21.8,991.69,100,3.08,1.51,89.96,11.32,123.63,0.21,-Inf,-Inf,0.2,100,-Inf
"Boulder Creek","Feb","min",-26.16,-32.67,-16.45,0,936.67,43.65,-28.62,0,270.02,-Inf,3.37,0.01,Inf,Inf,-2.91,0,Inf
"Boulder Creek","Feb","obs_na",0,0,0,29,0,0,0,28,28,0,28,170,396,396,368,28,396
"Boulder Creek","Mar","mean",0.04,-4.8,5.96,0.68,961.62,78.58,-3.97,0.32,355.69,-Inf,105.44,0.15,NA,NA,-0.12,31.59,NA
"Boulder Creek","Mar","max",7.79,3.62,20.95,10.4,986.11,100,5.27,1.79,89.42,11.87,219.72,0.28,-Inf,-Inf,-0.07,100,-Inf
"Boulder Creek","Mar","min",-17.29,-26.11,-14.1,0,937.13,26,-27.24,0,270.03,-Inf,12.7,0.01,Inf,Inf,-0.27,0,Inf
"Boulder Creek","Mar","obs_na",0,0,0,31,0,0,0,31,31,0,31,186,434,434,403,31,434
"Boulder Creek","Apr","mean",4.65,-1.34,11.38,1.02,963.55,74.71,-0.54,0.36,353.32,-Inf,157.72,0.17,NA,NA,3.89,33.01,NA
"Boulder Creek","Apr","max",13.82,9.03,24.07,15,983.02,100,10.2,1.89,89.75,12.06,293.27,0.23,-Inf,-Inf,7.68,100,-Inf
"Boulder Creek","Apr","min",-6.65,-14.35,-0.48,0,938.8,37.07,-15.29,0,270.14,-Inf,35.3,0.02,Inf,Inf,-0.06,0,Inf
"Boulder Creek","Apr","obs_na",0,0,0,30,0,0,0,30,30,0,30,180,420,420,390,30,420
"Boulder Creek","May","mean",10.57,3.5,17.66,0.98,964.77,71.57,4.26,0.36,358.73,-Inf,212.25,0.14,NA,NA,9.77,28.88,NA
"Boulder Creek","May","max",18.61,11.77,30.72,21.4,980.51,100,12.95,1.46,89.5,8.91,346.75,0.2,-Inf,-Inf,12.1,100,-Inf
"Boulder Creek","May","min",2.01,-3.85,5.31,0,948.4,30.25,-13.65,0,271.43,-Inf,36.96,0,Inf,Inf,7.85,0,Inf
"Boulder Creek","May","obs_na",0,0,0,31,0,0,0,31,31,0,31,179,434,434,400,31,434
"Boulder Creek","Jun","mean",13.44,6.76,20.12,1.31,964.43,75.32,8.25,0.3,1.13,-Inf,226.1,0.12,NA,NA,12.75,33.5,NA
"Boulder Creek","Jun","max",26.02,16.13,37.21,24.4,976.82,100,17.05,1.08,89.33,14.1,364.31,0.21,-Inf,-Inf,15.07,100,-Inf
"Boulder Creek","Jun","min",6.46,-1.97,10.6,0,944.77,50.94,-0.22,0,270.73,-Inf,56.92,0,Inf,Inf,10.31,0.54,Inf
"Boulder Creek","Jun","obs_na",0,0,0,14,0,0,0,30,30,0,30,158,428,428,372,53,428
"Boulder Creek","Jul","mean",15.88,9.59,22.58,1.16,965.95,78.16,11.36,0.24,1.09,-Inf,203.1,0.09,NA,NA,15.33,33.1,NA
"Boulder Creek","Jul","max",24.26,16.87,35.85,24.6,978.95,100,16.86,0.9,89.48,8.72,368.27,0.21,-Inf,-Inf,17.27,100,-Inf
"Boulder Creek","Jul","min",8.42,1.29,12.16,0,950.98,49.12,5.28,0,270.03,-Inf,0.6,0.01,Inf,Inf,13.49,0.76,Inf
"Boulder Creek","Jul","obs_na",0,0,0,18,0,0,0,12,12,0,37,129,408,408,377,17,408
"Boulder Creek","Aug","mean",15.06,8.62,22.24,1.56,965.57,79.68,10.85,0.24,354.61,3.92,168.89,0.09,NA,NA,14.94,40.31,NA
"Boulder Creek","Aug","max",21.61,14.55,34.41,32.8,978.22,100,15.85,0.82,89.4,7.79,293.85,0.22,-Inf,-Inf,16.68,100,-Inf
"Boulder Creek","Aug","min",8.16,-0.15,11.66,0,945.11,46.61,3.58,0,270.84,0.93,33.38,0,Inf,Inf,12.68,0.42,Inf
"Boulder Creek","Aug","obs_na",0,0,0,31,0,0,0,0,0,0,45,152,403,403,347,0,403
"Boulder Creek","Sep","mean",10.17,5.25,16.34,2.19,964.32,89.69,8.27,0.19,348.43,3.41,102.4,0.11,NA,NA,12.29,60.3,NA
"Boulder Creek","Sep","max",19.41,14.85,30.67,34,984.37,100,15.72,0.98,88.44,8.16,240.67,0.22,-Inf,-Inf,14.92,100,-Inf
"Boulder Creek","Sep","min",1.22,-4.59,3.93,0,944.64,57.85,-4.98,0,270.32,0,7.64,0.01,Inf,Inf,7.32,4.24,Inf
"Boulder Creek","Sep","obs_na",0,0,0,30,0,0,0,0,0,0,57,129,383,383,330,0,383
"Boulder Creek","Oct","mean",4.06,0.62,8.47,2.33,963.59,93.99,3.06,0.2,350.58,-Inf,52.49,0.15,NA,NA,6.02,67.91,NA
"Boulder Creek","Oct","max",12.53,10.21,20.48,49.6,987.41,100,11.93,1.04,89.97,10.07,152.13,0.25,-Inf,-Inf,8.65,100,-Inf
"Boulder Creek","Oct","min",-7.1,-12.38,-2.45,0,936.43,61.02,-9.84,0,270.14,-Inf,2.07,0.01,Inf,Inf,2.99,4.39,Inf
"Boulder Creek","Oct","obs_na",0,0,0,31,0,0,0,18,18,0,31,157,405,405,374,18,405
"Boulder Creek","Nov","mean",-1.62,-3.93,0.91,1.87,962.65,95.56,-2.29,0.14,354.13,-Inf,21.07,0.16,NA,NA,1.96,65.09,NA
"Boulder Creek","Nov","max",7.67,5.9,11.2,23.8,993.1,100,7.46,1.13,89.38,8.56,67.69,0.23,-Inf,-Inf,4.93,100,-Inf
"Boulder Creek","Nov","min",-19.51,-22.6,-15.36,0,935,62.71,-19.9,0,270.38,-Inf,1.54,0,Inf,Inf,-1.77,1.45,Inf
"Boulder Creek","Nov","obs_na",0,0,0,30,0,0,0,30,30,0,2,180,420,420,390,30,420
"Boulder Creek","Dec","mean",-6.08,-8.76,-3.78,0.81,963.87,96.07,-6.61,0.05,350.73,-Inf,8.61,0.12,NA,NA,0.2,57.01,NA
"Boulder Creek","Dec","max",2.84,1.37,5.18,23.4,998.02,100,2.7,0.9,89.9,11.58,21.91,0.24,-Inf,-Inf,0.4,100,-Inf
"Boulder Creek","Dec","min",-32.86,-35.62,-29.06,0,935.05,66.01,-34.98,0,270.15,-Inf,0.82,0,Inf,Inf,-0.42,0.07,Inf
"Boulder Creek","Dec","obs_na",0,0,0,31,0,0,0,31,31,0,0,186,434,434,403,31,434
"Bowron Pit","Jan","mean",-5.59,-10.45,-1.43,1.34,930.68,88.71,-7.27,0.21,344.01,4.7,21.21,0.19,NA,NA,0.66,NA,31.15
"Bowron Pit","Jan","max",9.9,5.38,14.05,19.2,951.96,100,4.96,2.39,89.46,18.12,62.95,0.28,-Inf,-Inf,1.37,-Inf,67.71
"Bowron Pit","Jan","min",-37.86,-45.01,-26.85,0,906.03,54.55,-40.67,0,270.5,0,3,0.11,Inf,Inf,0.03,Inf,4.3
"Bowron Pit","Jan","obs_na",0,0,0,0,0,0,0,0,36,0,0,0,240,240,205,240,36
"Bowron Pit","Feb","mean",-7.78,-13.98,-2.09,1.01,931.7,83.98,-10.2,0.24,348.68,4.83,55.21,0.18,NA,NA,0.26,NA,40.3
"Bowron Pit","Feb","max",5.8,3.01,11.25,24.8,953.58,99.02,3.46,1.89,88.93,15.1,119.78,0.28,-Inf,-Inf,0.44,-Inf,91.64
"Bowron Pit","Feb","min",-31.02,-39.22,-22.07,0,909.51,49.99,-33.96,0,271.47,0,7.59,0.09,Inf,Inf,0.08,Inf,2.59
"Bowron Pit","Feb","obs_na",0,0,0,0,0,0,0,0,30,0,0,0,209,209,181,209,31
"Bowron Pit","Mar","mean",-1.07,-7.41,5.51,1.03,929.61,74.08,-5.78,0.4,355.71,5.8,109.27,0.2,NA,NA,0.69,NA,36.53
"Bowron Pit","Mar","max",8.04,3.98,19.84,14,950.39,98.7,2.81,2.05,89.36,12.58,219,0.29,-Inf,-Inf,1.78,-Inf,86.77
"Bowron Pit","Mar","min",-21.67,-34.26,-11.04,0,913.09,42.04,-27.22,0,272.48,1.51,21.4,0.13,Inf,Inf,0.36,Inf,0
"Bowron Pit","Mar","obs_na",0,0,0,0,0,0,0,0,38,0,0,0,240,240,209,240,36
"Bowron Pit","Apr","mean",3.39,-3.56,10.11,1.08,931.12,67.35,-3.17,0.5,351.48,6.47,171.98,0.22,NA,NA,4.73,NA,10.17
"Bowron Pit","Apr","max",15.19,6.03,25.4,14,948.2,96.43,8.5,2.12,89.95,15.6,302.07,0.26,-Inf,-Inf,6.79,-Inf,64.49
"Bowron Pit","Apr","min",-10.9,-18.7,-3.57,0,905.14,39.51,-17.33,0.02,270.5,3.02,54.41,0.16,Inf,Inf,2.04,Inf,0
"Bowron Pit","Apr","obs_na",0,0,0,0,0,0,0,0,33,0,0,0,221,221,191,221,34
"Bowron Pit","May","mean",9.78,2.31,16.59,2.16,930.43,71.76,3.77,0.35,348.73,5.79,199.74,0.25,NA,NA,9.4,NA,0.38
"Bowron Pit","May","max",21,10.35,31.2,24.4,946.15,99.16,11.8,1.53,85.17,13.59,339.53,0.4,-Inf,-Inf,12.23,-Inf,11.17
"Bowron Pit","May","min",2.52,-4.99,5.26,0,915.79,38.43,-3.86,0,271.08,2.52,26.97,0.16,Inf,Inf,7.57,Inf,0
"Bowron Pit","May","obs_na",0,0,0,0,0,0,0,0,34,0,0,0,238,238,207,238,36
"Bowron Pit","Jun","mean",13.15,5.85,19.95,2.3,930.92,74.23,7.76,0.19,341.19,5.21,229.27,0.23,NA,NA,12.62,NA,0
"Bowron Pit","Jun","max",27.8,18.06,38.53,24.6,942.06,96.11,17.44,1.26,85.48,11.58,368.52,0.29,-Inf,-Inf,14.22,-Inf,0
"Bowron Pit","Jun","min",6.45,-2.28,8.22,0,913.39,47.95,0.29,0,270.43,3.02,70.98,0.17,Inf,Inf,10.61,Inf,0
"Bowron Pit","Jun","obs_na",0,0,0,0,0,0,0,0,26,0,0,0,226,226,196,226,36
"Bowron Pit","Jul","mean",15.53,8.67,22.34,2.23,932.65,78.05,10.93,0.11,335.42,4.62,212.47,0.21,NA,NA,13.94,NA,0
"Bowron Pit","Jul","max",23.45,14.19,35.02,19.6,939.67,98.62,15.08,0.71,85.88,10.07,363.69,0.29,-Inf,-Inf,14.9,-Inf,0
"Bowron Pit","Jul","min",10.3,1.91,11.49,0,921.25,52.96,6.3,0,270.66,2.52,45.67,0.13,Inf,Inf,13.33,Inf,0
"Bowron Pit","Jul","obs_na",0,0,0,0,0,0,0,0,36,0,0,0,237,237,206,237,37
"Bowron Pit","Aug","mean",14.68,Inf,-Inf,1.73,932.63,79.92,10.6,0.09,345.3,-Inf,180.28,0.19,NA,NA,13.7,NA,0
"Bowron Pit","Aug","max",21.36,Inf,34.52,24.2,943.5,98,16.37,0.42,89.72,11.07,298.38,0.27,-Inf,-Inf,15.19,-Inf,0
"Bowron Pit","Aug","min",7.03,-0.51,-Inf,0,922.03,58.66,4.66,0,270.48,-Inf,37.49,0.13,Inf,Inf,12.33,Inf,0
"Bowron Pit","Aug","obs_na",2,0,0,2,2,2,2,2,37,0,2,2,233,233,202,233,36
"Bowron Pit","Sep","mean",10.3,Inf,-Inf,1.78,931.61,83.4,7.1,0.16,344.17,-Inf,117.16,0.2,NA,NA,11.57,NA,0
"Bowron Pit","Sep","max",17.95,Inf,29.84,28.4,949.89,100,12.67,1.13,86.58,11.58,215.88,0.28,-Inf,-Inf,13.6,-Inf,0
"Bowron Pit","Sep","min",0.35,-7.67,-Inf,0,915.4,55.2,-5.4,0,270.13,-Inf,19.62,0.13,Inf,Inf,8.5,Inf,0
"Bowron Pit","Sep","obs_na",12,0,0,12,12,12,12,12,44,0,12,12,258,258,228,258,67
"Bowron Pit","Oct","mean",3.85,-1.23,9.59,1.99,931.63,85.75,1.35,0.25,343.24,5.28,66.72,0.22,NA,NA,5.63,NA,0.08
"Bowron Pit","Oct","max",15.81,9.53,24.22,24,950.33,99.69,10.7,2.24,89.95,17.61,143.01,0.28,-Inf,-Inf,9.45,-Inf,8.61
"Bowron Pit","Oct","min",-11.41,-17.47,-3.78,0,907.53,56.57,-14.88,0,271.07,1.51,11.86,0.15,Inf,Inf,3.75,Inf,0
"Bowron Pit","Oct","obs_na",0,0,0,0,0,0,0,0,36,0,0,0,264,264,217,264,67
"Bowron Pit","Nov","mean",-1.31,-4.95,2.14,2.51,930.33,90.5,-2.81,0.29,341.56,5.26,24.34,0.23,NA,NA,2.68,NA,6.92
"Bowron Pit","Nov","max",10.3,5.92,15.51,32,957.85,99.97,5.31,2.45,89.48,19.12,74.36,0.28,-Inf,-Inf,5.07,-Inf,49.42
"Bowron Pit","Nov","min",-18.23,-25.9,-13.51,0,908.08,59.09,-21.93,0,270.43,0,2.17,0.12,Inf,Inf,0.45,Inf,0
"Bowron Pit","Nov","obs_na",0,0,0,0,0,0,0,0,35,0,0,0,253,253,193,253,33
"Bowron Pit","Dec","mean",-6.25,-10.56,-2.42,1.52,928.96,89.48,-7.8,0.21,349.44,4.47,14.64,0.2,NA,NA,0.97,NA,19.2
"Bowron Pit","Dec","max",7.08,2.48,11.66,38,963.18,100,2.88,1.83,89.2,16.1,40.61,0.28,-Inf,-Inf,1.77,-Inf,53.69
"Bowron Pit","Dec","min",-38.63,-43.81,-30.2,0,902.5,58.61,-41.69,0,272.35,0,2.27,0.09,Inf,Inf,-0.42,Inf,0
"Bowron Pit","Dec","obs_na",0,0,0,0,0,0,0,0,35,0,0,0,268,268,206,268,35
"Bulkley","Jan","mean",-5.88,-9.95,-2.31,0.88,944.64,86.46,-7.86,0.33,341.15,3.11,11.64,NA,NA,NA,NA,25.47,NA
"Bulkley","Jan","max",9.31,5.38,13.33,20.2,966.31,100,5.27,1.77,89.55,8.53,33.26,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Bulkley","Jan","min",-36.24,-43.56,-27.9,0,907.59,52.6,-39.08,0,271.22,0,1.86,Inf,Inf,Inf,Inf,0,Inf
"Bulkley","Jan","obs_na",0,0,0,30,0,0,0,0,0,0,31,524,524,524,524,31,524
"Bulkley","Feb","mean",-6.27,-11.29,-1.33,0.63,944.78,82.75,-8.92,0.33,346.77,3.26,24.4,NA,NA,NA,NA,22.41,NA
"Bulkley","Feb","max",8.64,4.3,13.3,19.2,968.77,100,3.15,1.61,89.43,10.02,53.53,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Bulkley","Feb","min",-28.14,-35.79,-21.42,0,917.92,46.92,-31.11,0,270.29,0,3.83,Inf,Inf,Inf,Inf,0,Inf
"Bulkley","Feb","obs_na",0,0,0,28,0,0,0,0,0,0,29,453,453,453,453,29,453
"Bulkley","Mar","mean",-0.82,-6.69,5.37,0.63,942.01,74.61,-5.42,0.36,359.08,3.52,53.29,NA,NA,NA,NA,20.69,NA
"Bulkley","Mar","max",9.33,6,20.94,15.2,963.84,100,3.41,1.53,89.61,8.91,197.18,-Inf,-Inf,-Inf,-Inf,99.75,-Inf
"Bulkley","Mar","min",-20.86,-31.19,-16.01,0,912.8,39.25,-25.78,0,271.53,0,10.51,Inf,Inf,Inf,Inf,0,Inf
"Bulkley","Mar","obs_na",0,0,0,31,0,0,0,0,0,0,4,496,496,496,496,31,496
"Bulkley","Apr","mean",4.23,-2.72,11.23,0.94,943.48,68.54,-2.24,0.36,5.87,3.85,94.16,NA,NA,NA,NA,25.02,NA
"Bulkley","Apr","max",16.78,7.54,26.21,16,962.05,100,9.09,1.61,89.8,8.16,241.08,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Bulkley","Apr","min",-9.31,-19.1,-3.45,0,918.2,28.25,-17.27,0,270.56,0.56,32.6,Inf,Inf,Inf,Inf,0,Inf
"Bulkley","Apr","obs_na",0,0,0,30,0,0,0,0,0,0,0,489,489,489,489,30,489
"Bulkley","May","mean",10.7,2.57,18.28,1.25,944.18,68.81,3.71,0.32,6.2,3.8,146.03,NA,NA,NA,NA,29.74,NA
"Bulkley","May","max",19.9,11.27,31.48,19,959.63,100,12.39,1.19,89.92,7.98,301.71,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Bulkley","May","min",3.17,-6.74,5.81,0,929.03,32.17,-10.85,0,271.03,1.48,20.92,Inf,Inf,Inf,Inf,0.1,Inf
"Bulkley","May","obs_na",0,0,0,10,0,5,5,0,0,0,0,527,527,527,527,31,527
"Bulkley","Jun","mean",13.91,6.21,21.16,1.7,943.71,71.11,7.6,0.28,1.5,3.59,168.06,NA,NA,NA,NA,33.51,NA
"Bulkley","Jun","max",27.88,16.11,39.66,42.01,955.52,100,17.92,1,89.73,7.79,322.6,-Inf,-Inf,-Inf,-Inf,96.53,-Inf
"Bulkley","Jun","min",5.99,-1.97,7.62,0,926.19,41.65,-1.85,0,270.9,1.11,43.85,Inf,Inf,Inf,Inf,1.54,Inf
"Bulkley","Jun","obs_na",0,0,0,14,0,28,28,0,0,0,0,538,538,538,538,12,538
"Bulkley","Jul","mean",16.29,8.69,23.95,1.71,945.69,74.47,10.56,0.23,7.5,3.31,147.34,NA,NA,NA,NA,38.62,NA
"Bulkley","Jul","max",23.42,15.23,35.42,31,957.11,100,15.53,0.94,89.27,7.24,302.11,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Bulkley","Jul","min",9.41,0.29,10.2,0,933.66,43.05,1.73,0,270.15,0.93,37.39,Inf,Inf,Inf,Inf,1.04,Inf
"Bulkley","Jul","obs_na",0,0,0,31,0,26,26,0,0,0,0,558,558,558,558,0,558
"Bulkley","Aug","mean",15.17,Inf,-Inf,1.25,945.07,76.41,10.03,0.22,9.39,3.18,105.41,NA,NA,NA,NA,41.5,NA
"Bulkley","Aug","max",26.94,Inf,34.52,35.4,957.08,99.41,17.17,0.86,89.98,7.24,271.3,-Inf,-Inf,-Inf,-Inf,99.29,-Inf
"Bulkley","Aug","min",7.7,0.52,-Inf,0,929.43,51.9,2.15,0,270.01,0.19,29.57,Inf,Inf,Inf,Inf,1.5,Inf
"Bulkley","Aug","obs_na",7,0,0,2,0,12,12,0,0,0,8,589,589,589,589,40,589
"Bulkley","Sep","mean",10.32,4.22,17.75,1.36,944.81,82.46,6.85,0.21,358.16,3.06,61.15,NA,NA,NA,NA,52.15,NA
"Bulkley","Sep","max",20.33,12.03,30.95,18.4,963.48,100,14.12,0.94,89.95,7.98,184.36,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Bulkley","Sep","min",0.47,-5.67,5.95,0,919.27,45.55,-4.88,0,270.77,0,16.13,Inf,Inf,Inf,Inf,1.49,Inf
"Bulkley","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,4,570,570,570,570,30,570
"Bulkley","Oct","mean",4.36,-0.6,9.84,1.24,944.3,83.39,1.39,0.28,354.24,3.35,30.89,NA,NA,NA,NA,44.75,NA
"Bulkley","Oct","max",16.71,12.12,24.79,21.8,964.04,100,10.84,1.25,88.96,9.83,76.76,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Bulkley","Oct","min",-13.13,-19.49,-6.81,0,919.94,31.69,-14.64,0,271.02,0,6.28,Inf,Inf,Inf,Inf,0,Inf
"Bulkley","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,31,587,587,587,587,31,587
"Bulkley","Nov","mean",-1.44,-5.07,1.9,1.17,943.14,86.59,-3.55,0.35,349.79,3.3,14.84,NA,NA,NA,NA,35.4,NA
"Bulkley","Nov","max",14.13,8.79,18.94,22.6,971.64,100,6.85,1.67,89.44,7.79,42.28,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Bulkley","Nov","min",-28.41,-32.6,-21.37,0,917.32,46.27,-30.64,0,270.07,0,1.28,Inf,Inf,Inf,Inf,0,Inf
"Bulkley","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,30,540,540,540,540,30,540
"Bulkley","Dec","mean",-6.7,-10.64,-3.4,0.69,944.12,87.12,-8.58,0.29,345.01,2.72,8.03,NA,NA,NA,NA,24.73,NA
"Bulkley","Dec","max",7.79,5.4,11.76,22.6,976.04,100,3.1,1.51,89.6,8.53,21.13,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Bulkley","Dec","min",-38.32,-42.32,-32.29,0,915.89,53.21,-41.44,0,270.13,0,0.92,Inf,Inf,Inf,Inf,0,Inf
"Bulkley","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,31,549,549,549,549,31,549
"Canoe","Jan","mean",-9.07,-11.28,-6.89,0.05,771.77,89.53,-10.68,5.2,345.2,-Inf,31.21,NA,NA,NA,NA,NA,NA
"Canoe","Jan","max",2.25,0.11,4.04,10,787.48,99.82,0.87,17.13,89.84,36.06,84.62,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Jan","min",-35.18,-40.49,-30.06,0,750.13,15,-37.68,0,270.09,-Inf,5.09,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Jan","obs_na",0,0,0,0,1,0,0,31,31,0,0,345,345,345,345,345,345
"Canoe","Feb","mean",-11.63,-14.19,-8.85,0.03,770.32,88.85,-13.21,4.71,348.41,-Inf,70.7,NA,NA,NA,NA,NA,NA
"Canoe","Feb","max",1.21,-1.07,3.91,5.8,786.48,99.79,-0.8,15.45,88.5,29.04,149.88,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Feb","min",-30.22,-32.67,-26.91,0,751.94,32.42,-32.45,0,270.37,-Inf,8.89,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Feb","obs_na",0,0,0,0,0,0,0,28,28,0,0,311,311,311,311,311,311
"Canoe","Mar","mean",-7.58,-10.07,-4.86,0.13,771.31,85.82,-9.86,5.21,345.63,-Inf,133.41,NA,NA,NA,NA,NA,NA
"Canoe","Mar","max",5.02,2.82,9.04,4.8,786.97,99.71,-0.2,15.84,86.93,27.68,326.48,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Mar","min",-23.63,-28.15,-19.98,0,754.44,30.5,-33.37,0,271.97,-Inf,32.02,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Mar","obs_na",0,0,0,0,0,0,0,31,31,0,0,351,351,351,351,351,351
"Canoe","Apr","mean",-4.33,-7.01,-1.48,0.25,774.4,81.34,-7.39,5.53,349.44,-Inf,203.81,NA,NA,NA,NA,NA,NA
"Canoe","Apr","max",8.69,6.08,12.12,6.2,788.03,99.97,2.01,15.79,88.86,31.77,327.38,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Apr","min",-18.55,-22.99,-14.43,0,752.44,39.92,-20.97,0,270.96,-Inf,68.53,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Apr","obs_na",0,0,0,13,13,0,0,30,32,0,0,360,360,360,360,360,360
"Canoe","May","mean",2.03,-0.77,5.06,1.1,777.42,75.91,-2.34,4.72,348.97,-Inf,246.05,NA,NA,NA,NA,NA,NA
"Canoe","May","max",14.52,11.2,19.25,18.8,793.25,99.97,4.34,11.86,88.62,49.31,388.96,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","May","min",-7.76,-10.65,-5.3,0,762.82,31.52,-12.54,0,272.01,-Inf,37.49,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","May","obs_na",0,0,0,31,31,0,0,31,31,0,0,372,372,372,372,372,372
"Canoe","Jun","mean",5.2,2.28,8.38,2.16,778.65,78.09,1.11,4.63,348.19,-Inf,235.61,NA,NA,NA,NA,NA,NA
"Canoe","Jun","max",24.55,20.79,28.94,22.8,791.35,100,9.09,12.89,88.85,29.23,415.92,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Jun","min",-2.45,-3.96,-1.21,0,763.5,26.27,-6.95,0,270.67,-Inf,15.92,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Jun","obs_na",0,0,0,30,30,0,0,30,30,0,0,360,360,360,360,360,360
"Canoe","Jul","mean",9.27,5.87,12.85,1.97,782.34,71.97,3.83,4.37,349.45,-Inf,236.42,NA,NA,NA,NA,NA,NA
"Canoe","Jul","max",20.66,16.65,24.68,47.6,790.9,100,8.31,11.9,86.74,35.51,429.26,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Jul","min",0.32,-2.51,1.7,0,769.15,34.73,-1.52,1.05,270.84,-Inf,51.82,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Jul","obs_na",0,0,0,31,31,0,0,23,32,0,0,368,368,368,368,368,368
"Canoe","Aug","mean",9.06,5.9,12.45,1.98,782.51,72.57,3.86,4.42,350.21,11.72,196.66,NA,NA,NA,NA,NA,NA
"Canoe","Aug","max",17.81,14.03,22.37,38.2,790.69,100,10.84,11.3,87.16,31.23,326.29,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Aug","min",0.02,-2.71,1.56,0,771.5,34.17,-2.27,1.34,270.2,5.07,36.66,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Aug","obs_na",0,0,0,31,31,0,0,0,62,0,0,372,372,372,372,372,372
"Canoe","Sep","mean",4.33,1.75,7.14,2,779.78,79.92,0.68,5.44,347.47,12.65,140.6,NA,NA,NA,NA,NA,NA
"Canoe","Sep","max",16.78,12.97,21.34,37.6,791.95,100,8.13,13.71,76.95,39.76,270.2,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Sep","min",-9.24,-10.58,-7.58,0,765.64,33.51,-11.96,0,274.49,0,23.27,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Sep","obs_na",0,0,0,3,3,0,0,0,33,0,0,364,364,364,364,364,364
"Canoe","Oct","mean",-2.12,-4.38,0.2,0.66,775.8,87.04,-4.34,5.75,344.23,12.96,78.42,NA,NA,NA,NA,NA,NA
"Canoe","Oct","max",10.73,8.49,14.51,31.01,791.07,100,4.21,15.96,82.95,33.91,185.66,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Oct","min",-17.93,-21.22,-13.16,0,754.87,29.87,-19.36,0,270.14,0,21.61,Inf,Inf,Inf,Inf,Inf,Inf
